BORO,BLOCK,LOT,PARCEL_NAME,PARCEL_ADDRESS,JURIS,Jurisdiction Description,RPAD,RPAD_DESCRIPTION,PROP_FRONT,PROP_DEPTH,PROP_SQFT,IRREG,BLD_FRONT,BLD_DEPTH,BLD_SQFT,NUM_BLD,FLOORS,CD,COUNCIL_DISTRICT,COUNCILMEMBER_NAME,PR_ZONE,OV_ZONE,SD_ZONE,BBL,WATERFRONT,URBAN RENEWAL SITE,Agency,Owned/Leased,Primary Use Text,Final Commitment Text,Agreement (Lease-Out)
4,4394,1,,0 TALLMAN BOULEVARD,EDC,ECONOMIC DEVELOPMENT CORPORATION,V9,VACANT LAND/MISC,522,100,110260,I,,,,,,7,,,M2-1,,CP,4043940001,Y,,EDC,O,NO USE-VACANT LAND,,
4,4401,16,COLLEGE POINT INDUSTRIAL PARK,129 STREET,MIXED,CITY AND NON-CITY OWNERSHIP,V9,VACANT LAND/MISC,180,114,22000,I,,,,,,7,19,DANIEL HALLORAN,M2-1,,CP,4044010016,,,EDC,O,NO USE,FINAL COMMITMNT-DISP,
4,4402,47,COLLEGE POINT INDUSTRIAL PARK,WHITESTONE EXPRESSWAY,MIXED,CITY AND NON-CITY OWNERSHIP,V9,VACANT LAND/MISC,209,89,46400,I,,,,,,7,20,PETER KOO,M2-1,,CP,4044020047,Y,,EDC,O,NO USE,FINAL COMMITMNT-DISP,
4,4422,108,POWELL'S COVE PARK,138 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,272,111,21200,I,,,,,,7,19,DANIEL HALLORAN,PARK,,,4044220108,,,PARKS,O,PARK,,
4,4422,133,POWELL'S COVE PARK,138 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,60,111,6700,,,,,,,7,19,DANIEL HALLORAN,PARK,,,4044220133,,,PARKS,O,PARK,,
4,4422,136,POWELL'S COVE PARK,138 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,40,112,4487,,,,,,,7,19,DANIEL HALLORAN,PARK,,,4044220136,,,PARKS,O,PARK,,
4,4422,138,POWELL'S COVE PARK,138-01 11 AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,106,112,10680,I,,,,,,7,19,DANIEL HALLORAN,PARK,,,4044220138,,,PARKS,O,PARK,,
4,4434,121,,11 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,43,5,215,I,,,,,,7,19,DANIEL HALLORAN,R1-2,,,4044340121,,,DCAS,O,NO USE-VACANT LAND,,
4,4434,135,,143 PLACE,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,60,116,6960,,,,,,,7,19,DANIEL HALLORAN,R1-2,,,4044340135,,,DOT,O,ROAD/HIGHWAY,,
4,4441,165,,9 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,30,10,300,,,,,,,7,19,DANIEL HALLORAN,R1-2,,,4044410165,,,DCAS,O,NO USE-VACANT LAND,,
4,4444,42,,WHITESTONE EXPRESSWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,1,2,3,I,,,,,,7,19,DANIEL HALLORAN,R1-2,,,4044440042,,,DCAS,O,NO USE-VACANT LAND,,
4,4448,111,FRANCIS LEWIS PARK,THIRD AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,444,792,,I,,,,,,7,19,DANIEL HALLORAN,PARK,,,4044480111,Y,,PARKS,O,PARK,,
4,4466,1,,POWELLS COVE BL,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,2858,640,1829120,,,,,,,7,19,DANIEL HALLORAN,R1-2,,,4044660001,Y,,DCAS,O,NO USE-VACANT LAND,,
4,4483,101,,CROSS ISLAND BOULEVARD,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,14,2,12,I,,,,,,7,19,DANIEL HALLORAN,R2A,,,4044830101,,,DCAS,O,NO USE-VACANT LAND,,
4,4574,150,,161 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,155,72,11160,,,,,,,7,19,DANIEL HALLORAN,R4,,,4045740150,Y,,DCAS,O,NO USE-VACANT LAND,,
4,4608,80,,12 ROAD,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,252,437,110124,,,,,,,7,19,DANIEL HALLORAN,R4,,,4046080080,Y,,DCAS,O,NO USE-VACANT LAND,,
4,4608,100,,12 ROAD,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,141,250,35250,,,,,,,7,19,DANIEL HALLORAN,R4,,,4046080100,Y,,DCAS,O,NO USE-VACANT LAND,,
4,4613,1,,CRYDERS LANE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,326,136,119091,I,,,,,,7,19,DANIEL HALLORAN,R4,,,4046130001,Y,,DCAS,O,NO USE-VACANT LAND,,
4,4619,45,,UTOPIA PARKWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,5,6,33,I,,,,,,7,19,DANIEL HALLORAN,R2A,,,4046190045,,,DCAS,O,NO USE-VACANT LAND,,
4,4624,107,,14 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,3,25,96,,,,,,,7,19,DANIEL HALLORAN,R2A,,,4046240107,,,DCAS,O,NO USE-VACANT LAND,,
4,4625,3,,146 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,3,87,,I,,,,,,7,19,DANIEL HALLORAN,R2A,,,4046250003,,,DCAS,O,NO USE-VACANT LAND,,
4,4693,23,,24 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,14,5,39,I,,,,,,7,19,DANIEL HALLORAN,R3A,,,4046930023,,,DCAS,O,NO USE-VACANT LAND,,
4,4699,32,,150 PLACE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,49,78,2705,I,,,,,,7,19,DANIEL HALLORAN,R3-1,,,4046990032,,,DCAS,O,NO USE-VACANT LAND,,
4,4736,1,,CLINTONVILLE ST,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,13,10,65,I,,,,,,7,19,DANIEL HALLORAN,R3-1,,,4047360001,,,DOT,O,ROAD/HIGHWAY,,
4,4747,125,,,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,8,10,86,,,,,,,7,19,DANIEL HALLORAN,R2A,,,4047470125,,,DCAS,O,NO USE-VACANT LAND,,
4,4747,165,,FRANCIS LEWIS BOULEVARD,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,1,13,17,I,,,,,,7,19,DANIEL HALLORAN,R2A,,,4047470165,,,DCAS,O,NO USE-VACANT LAND,,
4,4797,137,,0 BAYSIDE AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,82,32,2637,,,,,,,7,20,PETER KOO,R2A,,,4047970137,,,DCAS,O,IN USE-TENANTED,,SHORT-TERM AGREEMENT
4,5012,76,WEEPING BEECH PARK,37 AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,12,75,900,,,,,,,7,20,PETER KOO,PARK,,,4050120076,,,PARKS,O,PARK,,
4,4852,60,,29 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,3,16,57,I,,,,,,7,19,DANIEL HALLORAN,R2A,,,4048520060,,,DCAS,O,NO USE-VACANT LAND,,
4,4915,150,,,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,25,10,150,I,,,,,,7,19,DANIEL HALLORAN,R4,C1-2,,4049150150,,,DCAS,O,NO USE-VACANT LAND,,
4,4962,12,,0 LAWRENCE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,10,207,2070,,,,,,,7,20,PETER KOO,C4-2,,,4049620012,,,DCAS,O,NO USE-VACANT LAND,,
4,4971,32,,NORTHERN BOULEV,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,20,34,,I,,,,,,7,20,PETER KOO,C4-3,,,4049710032,,,DCAS,O,NO USE-VACANT LAND,,
4,5025,133,,ROOSEVELT AVENU,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,96,18,1775,,,,,,,7,20,PETER KOO,R6,,,4050250133,,,DCAS,O,NO USE-VACANT LAND,,
4,5066,105,PARK STRIP,DELONG STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,1,1024,1683,I,,,,,,7,20,PETER KOO,PARK,,,4050660105,Y,,PARKS,O,HIGHWAY STRIP/ETC,,
4,5066,190,,DELONG STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,247,111,10000,I,,,,,,7,20,PETER KOO,M3-1,,,4050660190,Y,,DCAS,O,NO USE-VACANT LAND,,
4,5101,155,,MAPLE AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,1,120,130,,,,,,,7,20,PETER KOO,R6,,,4051010155,,,DCAS,O,NO USE-VACANT LAND,,
4,5230,139,,ROSE AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,3,100,320,,,,,,,7,20,PETER KOO,R3X,,,4052300139,,,DCAS,O,NO USE-VACANT LAND,,
4,5281,113,,4015 162 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,3,500,1500,,,,,,,7,19,DANIEL HALLORAN,R1-2A,,,4052810113,,,DCAS,O,NO USE-VACANT LAND,,
4,5350,30,,AUBURNDALE LANE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,1,440,10320,I,,,,,,7,19,DANIEL HALLORAN,R2A,,,4053500030,,,DCAS,O,IN USE-TENANTED,,SHORT-TERM AGREEMENT
4,5350,36,,AUBURNDALE LANE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,1,4,35,I,,,,,,7,19,DANIEL HALLORAN,R2A,,,4053500036,,,DCAS,O,NO USE-VACANT LAND,,
4,5384,168,,1 ASH AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,3,15,51,,,,,,,7,20,PETER KOO,R3X,,,4053840168,,,DCAS,O,NO USE-VACANT LAND,,
4,5443,1,MARTINS FIELD PLAYGROUND,4585 164 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,303,40,6115,I,,,,,,7,20,PETER KOO,PARK,,,4054430001,,,PARKS,O,PARK,,
4,5443,6,MARTINS FIELD PLAYGROUND,164 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,80,40,3615,I,,,,,,7,20,PETER KOO,PARK,,,4054430006,,,PARKS,O,PLAYGRND/SPORTS AREA,,
4,5443,14,MARTINS FIELD PLAYGROUND,4535 164 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,40,62,2480,,,,,,,7,20,PETER KOO,PARK,,,4054430014,,,PARKS,O,PLAYGRND/SPORTS AREA,,
4,5443,43,MARTINS FIELD PLAYGROUND ADDIT,165 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,99,20,1015,I,,,,,,7,20,PETER KOO,R4-1,,,4054430043,,,PARKS,O,PARK,,
4,5559,193,,47 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,4,33,16,I,,,,,,11,19,DANIEL HALLORAN,R3X,,,4055590193,,,DCAS,O,NO USE-VACANT LAND,,
4,5560,1,,47-02  202 STREET,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,52,50,2502,I,,,,,,11,19,DANIEL HALLORAN,R3X,,,4055600001,,,DOT,O,ROAD/HIGHWAY,,
4,5560,3,,200-24 ROCKY HILL ROAD,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,83,45,3530,I,,,,,,11,19,DANIEL HALLORAN,R3X,,,4055600003,,,DOT,O,ROAD/HIGHWAY,,
4,5567,40,,170 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,17,13,85,I,,,,,,7,20,PETER KOO,R2A,,,4055670040,,,DCAS,O,NO USE-VACANT LAND,,
4,5574,22,THIRD WARD YARD,UNDERHILL AVENU,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V9,VACANT LAND/MISC,29,54,684,I,,,,,,7,20,PETER KOO,R2A,,,4055740022,,,DEP,O,COMBINED MAINT/STRG,,
4,5576,60,,UNDERHILL AVENU,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,25,294,7570,,,,,,,7,20,PETER KOO,R2A,,,4055760060,,,DOT,O,ROAD/HIGHWAY,,
4,5580,2,KISSENA PARK,164 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,14,513,3600,I,,,,,,7,20,PETER KOO,PARK,,,4055800002,,,PARKS,O,PARK,,
4,5580,185,PIPE YARD,49-14 FRESH MEADOW LANE,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V9,VACANT LAND/MISC,6,180,500,I,,,,,,7,20,PETER KOO,R2A,,,4055800185,,,DEP,O,OUTDOOR STORAGE-BULK,,
4,5587,6,,GLADWIN AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,4,5,7,I,,,,,,11,20,PETER KOO,R2A,,,4055870006,,,DCAS,O,NO USE-VACANT LAND,,
4,5590,7,KISSENA CORRIDOR PARK,FRESH MEADOW LA,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,232,499,79200,I,,,,,,11,20,PETER KOO,PARK,,,4055900007,,,PARKS,O,PARK,,
4,5606,42,,189 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,1,100,100,,,,,,,11,20,PETER KOO,R3-2,,,4056060042,,,DCAS,O,NO USE-VACANT LAND,,
4,5649,1,,HOLLIS COURT BL,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,30,10,507,I,,,,,,11,20,PETER KOO,R3-2,,,4056490001,,,DOT,O,ROAD/HIGHWAY,,
4,5759,109,,FRANCIS LEWIS B,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,20,13,260,,,,,,,7,19,DANIEL HALLORAN,R2A,,,4057590109,,,DCAS,O,NO USE-VACANT LAND,,
4,5807,13,,207 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,3,269,,I,,,,,,7,19,DANIEL HALLORAN,R2A,,,4058070013,,,DCAS,O,NO USE-VACANT LAND,,
4,5863,251,BAYBRIDGE GREEN PARK,18 AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,543,1,598,I,,,,,,7,19,DANIEL HALLORAN,PARK,,,4058630251,,,PARKS,O,HIGHWAY STRIP/ETC,,
4,5863,253,BAYBRIDGE GREEN PARK,18 AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,478,1,829,I,,,,,,7,19,DANIEL HALLORAN,PARK,,,4058630253,,,PARKS,O,HIGHWAY STRIP/ETC,,
4,5946,200,,CROSS ISLAND PA,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,120,750,90000,,,,,,,7,19,DANIEL HALLORAN,R3-2,,NA-4,4059460200,Y,,DCAS,O,NO USE-VACANT LAND,,
4,5970,9,,JORDAN STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,12,171,2223,,,,,,,11,19,DANIEL HALLORAN,R2A,,,4059700009,,,DCAS,O,NO USE-VACANT LAND,,
4,5989,87,,32 AVENUE,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,9,100,900,I,,,,,,11,19,DANIEL HALLORAN,R2A,,,4059890087,,,DOT,O,ROAD/HIGHWAY,,
4,6019,111,,0   28 ROAD,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,5,100,500,,,,,,,11,19,DANIEL HALLORAN,R2A,,,4060190111,,,DCAS,O,NO USE-VACANT LAND,,
4,6021,33,,32 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,,97,100,,,,,,,11,19,DANIEL HALLORAN,R5B,,,4060210033,,,DCAS,O,NO USE-VACANT LAND,,
4,6119,132,,34 ROAD,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,30,286,8580,,,,,,,11,19,DANIEL HALLORAN,R4,,,4061190132,,,DOT,O,ROAD/HIGHWAY,,
4,6198,118,,,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,,84,84,I,,,,,,11,19,DANIEL HALLORAN,R2A,,,4061980118,,,DCAS,O,NO USE-VACANT LAND,,
4,6199,36,,204 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,8,33,266,I,,,,,,11,19,DANIEL HALLORAN,R2A,,,4061990036,,,DCAS,O,NO USE-VACANT LAND,,
4,6204,123,,202 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,4,100,1040,I,,,,,,11,19,DANIEL HALLORAN,R2A,,,4062040123,,,DCAS,O,NO USE-VACANT LAND,,
4,6425,32,,60 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,7,33,231,,,,,,,7,20,PETER KOO,R4,,,4064250032,,,DCAS,O,NO USE-VACANT LAND,,
4,6712,65,,152 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,2,71,142,I,,,,,,8,24,JAMES F. GENNARO,R4,,,4067120065,,,DCAS,O,NO USE-VACANT LAND,,
4,6824,105,,0 PARSONS BOULEVARD,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,1,95,111,,,,,,,8,24,JAMES F. GENNARO,R4,C2-2,,4068240105,,,DCAS,O,NO USE-VACANT LAND,,
4,7027,29,,167 STREET,MIXED,CITY AND NON-CITY OWNERSHIP,V9,VACANT LAND/MISC,14,200,2000,I,,,,,,8,24,JAMES F. GENNARO,R2A,,,4070270029,,,DOT,O,ROAD/HIGHWAY,,
4,7027,29,,167 STREET,MIXED,CITY AND NON-CITY OWNERSHIP,V9,VACANT LAND/MISC,14,200,2000,I,,,,,,8,24,JAMES F. GENNARO,R2A,,,4070270029,,,DCAS,O,NO USE-VACANT LAND,,
4,7083,20,,UTOPIA PARKWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,1,1,2,,,,,,,8,24,JAMES F. GENNARO,R2A,,,4070830020,,,DCAS,O,NO USE-VACANT LAND,,
4,7304,31,PARK STRIP/EMBANKMENT,46 AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,1,30,30,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4073040031,,,PARKS,O,HIGHWAY STRIP/ETC,,
4,7318,39,PARK STRIP/EMBANKMENT,47 ROAD,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,1,200,200,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4073180039,,,PARKS,O,HIGHWAY STRIP/ETC,,
4,7482,18,ALLEY POND PARK ADDITION,4 SPRINGFIELD BOULEVARD,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,60,258,22551,I,,,,,,11,23,MARK WEPRIN,PARK,,,4074820018,,,PARKS,O,PARK,,
4,7723,100,SERVICE ROAD,FRANCIS LEWIS B,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,200,100,20000,,,,,,,11,23,MARK WEPRIN,R3-2,,,4077230100,,,DOT,O,ROAD/HIGHWAY,,
4,7954,139,,88 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,144,80,10422,I,,,,,,13,23,MARK WEPRIN,R4,,,4079540139,,,DCAS,O,NO USE-VACANT LAND,,
4,8072,25,ALLEY POND PARK,38-54 233 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,159,196,23000,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4080720025,Y,,PARKS,O,PARK,,
4,8074,51,ALLEY POND PARK,AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,150,166,20000,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4080740051,Y,,PARKS,O,PARK,,
4,8082,255,,38-80 DOUGLASTON PARKWAY,MIXED,CITY AND NON-CITY OWNERSHIP,V9,VACANT LAND/MISC,57,170,,I,,,,,,11,19,DANIEL HALLORAN,R1-2,,,4080820255,,,HPD,O,NO USE,FINAL COMMITMNT-DISP,
4,8083,200,,230 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,872,618,540387,I,,,,,,11,19,DANIEL HALLORAN,R1-2,,,4080830200,Y,,DCAS,O,NO USE-VACANT LAND,,
4,8103,73,UDALLS COVE PARK,STUART LANE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,162,211,34556,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4081030073,,,PARKS,O,PARK,,
4,8114,103,UDALLS COVE PARK,243 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,276,130,10800,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4081140103,,,PARKS,O,PARK,,
4,8116,175,UDALLS COVE PARK,246 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,4,10,175,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4081160175,,,PARKS,O,PARK,,
4,8160,130,UDALLS COVE PARK,BROOKSIDE STREE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,161,82,5200,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4081600130,,,PARKS,O,PARK,,
4,8160,200,UDALLS COVE PARK,BROOKSIDE STREE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,251,21,5464,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4081600200,,,PARKS,O,PARK,,
4,8162,97,UDALLS COVE PARK,BAYSHORE BLVD E,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,164,85,492000,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4081620097,Y,,PARKS,O,PARK,,
4,8162,210,UDALLS COVE PARK,BAYSHORE BLVD E,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,200,275,55000,,,,,,,11,19,DANIEL HALLORAN,PARK,,,4081620210,Y,,PARKS,O,PARK,,
4,8162,225,UDALLS COVE PARK,0 BAYSHORE BLVD EAST,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,380,447,60468,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4081620225,Y,,PARKS,O,PARK,,
4,8162,320,UDALLS COVE PARK,0,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,11,451,7700,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4081620320,Y,,PARKS,O,PARK,,
4,8162,362,UDALLS COVE PARK,0,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,199,107,21300,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4081620362,Y,,PARKS,O,PARK,,
4,8162,438,UDALLS COVE PARK,BROOKSIDE STREE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,121,52,3025,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4081620438,,,PARKS,O,PARK,,
4,8162,440,UDALLS COVE PARK,248 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,100,68,6800,,,,,,,11,19,DANIEL HALLORAN,PARK,,,4081620440,,,PARKS,O,PARK,,
4,8162,441,UDALLS COVE PARK,248 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,283,239,8860,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4081620441,,,PARKS,O,PARK,,
4,8162,450,UDALLS COVE PARK,248 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,168,239,22347,I,,,,,,11,19,DANIEL HALLORAN,PARK,,,4081620450,,,PARKS,O,PARK,,
4,8163,1,ALLEY POND PARK,NORTHERN BOULEVARD,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,208,633,109900,I,,,,,,11,23,MARK WEPRIN,PARK,,,4081630001,,,PARKS,O,COMMUNITY PARK,,
4,8164,1,ALLEY POND PARK,231 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,267,103,340408,I,,,,,,11,23,MARK WEPRIN,PARK,,,4081640001,,,PARKS,O,COMMUNITY PARK,,
4,8235,145,,MORENCI LANE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,6,209,1754,I,,,,,,11,19,DANIEL HALLORAN,R2A,,,4082350145,,,DCAS,O,NO USE-VACANT LAND,,
4,8242,123,,VAN ZANDT AVENU,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,5,100,250,I,,,,,,11,19,DANIEL HALLORAN,R1-2,,,4082420123,,,DCAS,O,NO USE-VACANT LAND,,
4,8260,17,,NORTHERN BLVD,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,52,204,10608,,,,,,,11,23,MARK WEPRIN,R3-1,,,4082600017,,,DOT,O,ROAD/HIGHWAY,,
4,8260,226,,0 PEMBROKE AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,8,203,1624,,,,,,,11,23,MARK WEPRIN,R3-1,C1-2,,4082600226,,,DCAS,O,IN USE-TENANTED,,SHORT-TERM AGREEMENT
4,8275,1,ALLEY POND PARK,HORACE HARDING EXPRESSWA,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,808,164,126833,I,,,,,,11,23,MARK WEPRIN,PARK,,,4082750001,,,PARKS,O,COMMUNITY PARK,,
4,8305,106,,62 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,20,5,50,I,,,,,,11,23,MARK WEPRIN,R2A,,,4083050106,,,DCAS,O,NO USE-VACANT LAND,,
